datetime,open,high,low,close,volume,return,RV_Return,delta_H,delta_alpha,alpha_0,alpha_min,alpha_max,asym_index,delta_H_daily_mean,delta_alpha_daily_mean,alpha_0_daily_mean,alpha_min_daily_mean,alpha_max_daily_mean,asym_index_daily_mean,Future_Vol_24h
2021-01-01 01:50:00,29425.9,29465.0,29371.14,29448.4,1198.549,0.07646801718337315,0.036842882572179304,0.20772427301695567,0.35266707154782184,0.5100490883834733,0.3033500248697556,0.6560170964175774,0.17220506358325655,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.027176427136164544
2021-01-01 02:00:00,29443.65,29500.0,29370.0,29412.88,1692.386,-0.12069056028547465,0.036743064474299786,0.2132918703488934,0.36259839880569167,0.5103978209023965,0.28992833264132556,0.6525267314470172,0.21605329194636394,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02718368356004067
2021-01-01 02:10:00,29415.4,29420.0,29230.0,29366.01,2163.699,-0.159479057647971,0.03665182970999678,0.2194087304049872,0.38632421853016613,0.5107320882758329,0.28250439785498577,0.6688286163851519,0.18153447013587118,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02715961272745987
2021-01-01 02:20:00,29366.02,29426.6,29319.08,29335.78,1166.585,-0.10299516478902149,0.036659314987066066,0.21862123181278503,0.39085142900756714,0.511485211172269,0.28619563136601195,0.6770470603735791,0.1528144102136327,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.027185244998535047
2021-01-01 02:30:00,29335.78,29335.78,29241.11,29268.43,1515.523,-0.22984706952176026,0.0367004778859812,0.2011740053736717,0.34707656618793664,0.5130174729159779,0.29998405796467914,0.6470606241526158,0.22758743000784679,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.027087982369111686
2021-01-01 02:40:00,29268.44,29383.5,29159.16,29365.36,1890.7,0.33062876644844863,0.03684870368813142,0.20200308190085564,0.3441565827330486,0.5129918580015174,0.29908681443914376,0.6432433971721924,0.24306815150063826,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026933482598585193
2021-01-01 02:50:00,29365.36,29370.0,29181.59,29237.06,1620.827,-0.43786657611804003,0.03709333366105081,0.20513171470620128,0.34687923403809123,0.5143783628578125,0.3009106244244039,0.6477898584624951,0.2307899550422058,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026611800341017743
2021-01-01 03:00:00,29236.58,29312.81,29235.75,29298.79,816.352,0.21091356112048487,0.03713498600130007,0.20096226635289788,0.3349509211066249,0.5161450161841681,0.3147954288131432,0.6497463499197681,0.20226322534535907,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026557112027892595
2021-01-01 03:10:00,29298.74,29342.64,29260.46,29264.61,689.4209999999999,-0.11672820867989486,0.03711992936704483,0.2138477533629145,0.3653840443573543,0.5178567670719401,0.3084118796127635,0.6737959239701178,0.14643696512557333,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02653997352667252
2021-01-01 03:20:00,29264.61,29296.52,29174.95,29244.0,1351.133,-0.07045117240842558,0.036773664142387016,0.20164217958593483,0.3506517917756948,0.5139137857241423,0.29676790583637364,0.6474196976120684,0.238527137067491,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026553200562232312
2021-01-01 03:30:00,29244.0,29304.58,29217.02,29266.71,644.799,0.07762681786083192,0.03677561440160189,0.2024997845641019,0.34971278645931086,0.5121514586447964,0.30413687206698464,0.6538496585262955,0.18963100368086927,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026562880201145993
2021-01-01 03:40:00,29266.71,29379.41,29266.71,29300.0,1264.599,0.11368234133435351,0.03677753429491867,0.2047528134396565,0.35256959890222583,0.5129105316130527,0.30046394420835465,0.6530335431105805,0.20513276281437665,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02657546298249204
2021-01-01 03:50:00,29300.0,29348.0,29264.03,29302.11,813.148,0.007201105901799565,0.03621536196020118,0.21369676176983454,0.3786166457968751,0.513269393627729,0.2996031538726331,0.6782197996695082,0.12866796601291666,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02658692440460213
2021-01-01 04:00:00,29302.11,29369.0,29302.1,29333.71,935.01,0.10778395547035302,0.03617361667533043,0.2185602391575821,0.38556689388933924,0.5124010593045487,0.3005826236220824,0.6861495175114216,0.09873767192916676,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026673411689868785
2021-01-01 04:10:00,29335.4,29422.32,29300.0,29385.35,1250.459,0.1758884195799837,0.0362147597134881,0.1994908820121153,0.344921578336814,0.5132322462947221,0.31438329620627703,0.6593048745430911,0.15300962640423815,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02661597858966415
2021-01-01 04:20:00,29385.35,29399.0,29344.0,29355.39,772.88,-0.10200757633587187,0.03571537952257029,0.19160137907063085,0.3221188050145941,0.5125093786012553,0.31172932048471735,0.6338481254993115,0.24662115338122728,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026602928001507996
2021-01-01 04:30:00,29355.38,29397.0,29210.0,29223.5,1890.522,-0.45029949478614384,0.03568405664974171,0.197148769751475,0.3286086966681664,0.5118083063792624,0.3120792039018102,0.6406879005699766,0.215604483402589,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026250347540553408
2021-01-01 04:40:00,29223.78,29247.01,29086.0,29216.14,2946.888,-0.025188382539376164,0.03565027629138448,0.19810282773304438,0.3264346000122485,0.5122009779697111,0.32067747285989195,0.6471120728721405,0.1734265001481631,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02625680551583861
2021-01-01 04:50:00,29216.14,29245.25,29209.05,29237.07,555.924,0.07161283664132156,0.03556071066801582,0.20499337122527506,0.3415999751777183,0.5136299523353036,0.3086413417785114,0.6502413169562297,0.20016759632459796,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02624924206307611
2021-01-01 05:00:00,29237.06,29249.31,29110.89,29126.28,1340.767,-0.37965652443308073,0.03559248196572428,0.19664550169822603,0.34192861160833377,0.5129501921851889,0.29448885580267825,0.636417467411012,0.2778184039933447,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02607444192483188
2021-01-01 05:10:00,29126.27,29203.81,29123.21,29189.99,755.156,0.21849828648772274,0.03558054963194773,0.20131950754242373,0.35162556226184516,0.5125678743960984,0.29464412294137865,0.6462696852032238,0.23952166647337422,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02599447326406988
2021-01-01 05:20:00,29190.0,29227.88,29174.53,29193.08,551.476,0.010585260428719323,0.03554282453852605,0.20846289386018768,0.36447229624167105,0.5125523819906411,0.27935150140727655,0.6438237976489476,0.27966313482841954,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026078544707152252
2021-01-01 05:30:00,29193.08,29235.17,29140.0,29223.4,723.457,0.1038063324687144,0.035351812061759184,0.21531073467828793,0.38464041408321226,0.5135917081584302,0.2772546754689822,0.6618950895521944,0.228872599114452,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026071191132685495
2021-01-01 05:40:00,29223.23,29240.53,29176.76,29225.02,398.965,0.005543349162984157,0.035322130483907366,0.2087228477962318,0.37017051849491184,0.5137637907775907,0.2964409479444931,0.6666114664394049,0.17417693724890632,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02607761454391859
2021-01-01 05:50:00,29225.02,29241.8,29172.08,29213.8,429.908,-0.03839913310326182,0.03502138552022595,0.19182272605668582,0.3291469471398529,0.515467423035138,0.32050984249696285,0.6496567896368157,0.1846233558127987,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026319720521801954
2021-01-01 06:00:00,29213.8,29283.0,29213.79,29238.06,664.35,0.0830084838806755,0.03502768766779918,0.18939183108972085,0.3215279574870631,0.5134337042525715,0.3117194909552198,0.6332474484422829,0.2547226989147147,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02638157816258764
2021-01-01 06:10:00,29238.06,29263.89,29182.96,29192.4,442.731,-0.15628837867822654,0.03497504986915428,0.1891048929760148,0.318449673565701,0.5133249124092064,0.3108689084871341,0.6293185820528351,0.2715101991166122,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.0264028318840194
2021-01-01 06:20:00,29192.1,29225.3,29120.46,29120.47,790.61,-0.2467038116359177,0.0347754895729263,0.1849274700747744,0.3072848991396402,0.5148258043407161,0.32993506720363874,0.6372199663432789,0.203383164319162,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02637201165894105
2021-01-01 06:30:00,29120.5,29195.84,29112.25,29182.02,716.514,0.21114028874560375,0.0346830777245158,0.1944766983389229,0.32632833284515206,0.5167664516010955,0.32567790070215963,0.6520062335473117,0.17114287461892175,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02642320930638505
2021-01-01 06:40:00,29182.03,29231.0,29164.15,29188.51,566.039,0.022237248922429842,0.034577758756377454,0.19277351815674704,0.32810051859990597,0.5148210018643362,0.30799837178494016,0.6360988903848461,0.2607272366527453,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026678697110026753
2021-01-01 06:50:00,29188.24,29200.0,29112.1,29197.3,797.005,0.03011005607849171,0.03450773179548766,0.1981785524149433,0.34405442436711536,0.5138882168984197,0.3096301776413863,0.6536846020085016,0.18735888737814663,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02668150038014165
2021-01-01 07:00:00,29198.01,29214.96,28980.1,29045.99,1913.505,-0.519580334152181,0.03472931419341613,0.19639386330361475,0.3357722494658228,0.5140519527380457,0.2944752322816346,0.6302474817474574,0.30789081471583113,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02617177223805865
2021-01-01 07:10:00,29045.99,29058.4,28822.0,29025.47,4762.284,-0.07067155140951797,0.034205231833345076,0.20420948795922061,0.35893256836268883,0.5134843772245608,0.2905931628919637,0.6495257312546525,0.24196706556521377,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026165655040268163
2021-01-01 07:20:00,29023.65,29059.2,28993.51,29037.85,1043.378,0.04264310131638638,0.03390248831531011,0.2014948820213321,0.35316188549321953,0.5132558898640894,0.3046176825889296,0.6577795680821491,0.18154430500777,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026165292695256328
2021-01-01 07:30:00,29037.86,29095.31,29015.4,29087.02,1018.169,0.1691875155293232,0.03392988835424505,0.1790920629780292,0.3015374243560102,0.5149124494435149,0.32235535953362154,0.6238927838896318,0.27716876484658687,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026146461476665484
2021-01-01 07:40:00,29086.35,29110.2,29062.5,29073.0,802.052,-0.04821181379082162,0.03387105869021866,0.18110904740352324,0.3099380988538503,0.5163436064382361,0.3107067155049977,0.620644814358848,0.3269545866976837,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026271200720606926
2021-01-01 07:50:00,29073.0,29110.0,29066.0,29107.71,614.037,0.1193179117889187,0.033886899399532315,0.1879697613475111,0.3229752306028559,0.5171297633770157,0.3029119116964814,0.6258871422993373,0.32652805158266557,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026244122952909673
2021-01-01 08:00:00,29107.72,29190.0,29041.94,29069.08,1765.701,-0.13280212152455562,0.0339126349696148,0.18909997111639038,0.3205018190286617,0.5176465658863791,0.3116852527976337,0.6321870718262954,0.2852427091549631,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02631361706407473
2021-01-01 08:10:00,29069.08,29091.1,28927.07,28959.72,1667.716,-0.3769167360678338,0.03387186734831416,0.19983232577167048,0.33891135391564137,0.5201874245913644,0.30638787581653676,0.6452992297321781,0.26168419148356165,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026094835919579437
2021-01-01 08:20:00,28959.72,29067.68,28900.0,29056.35,2339.957,0.3331149088690921,0.034023201062999615,0.18710699431012212,0.3207798284373633,0.5194868210930512,0.3072278298496819,0.6280076582870452,0.3233936328064084,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02591635413194272
2021-01-01 08:30:00,29056.35,29151.34,29054.32,29106.0,1186.239,0.17072904399562105,0.03373570710439382,0.1934331441768441,0.3360750712533595,0.5194487102272038,0.31685132598122595,0.6529263972345855,0.2056674331149319,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025893442004756066
2021-01-01 08:40:00,29106.0,29117.3,28950.0,29035.54,1490.437,-0.24237415965675524,0.03375591034390711,0.19675636832137477,0.3439284334471449,0.517902331490373,0.2947046698238574,0.6386331032710023,0.2979308481676711,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025825888751262373
2021-01-01 08:50:00,29035.53,29104.48,29022.96,29025.89,691.347,-0.03324065593588443,0.033752638614914225,0.2008319137827722,0.3616854978082569,0.5172703921742,0.28873764153228454,0.6504231393405414,0.26370978115948296,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025840302403776914
2021-01-01 09:00:00,29025.9,29138.75,29000.0,29110.52,1045.48,0.2911430540001092,0.03387175906628813,0.19581025273464708,0.34990815505269507,0.5174616759442091,0.3125300835495641,0.6624382386022591,0.17134504832436948,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02573033975307942
2021-01-01 09:10:00,29110.52,29177.93,29062.81,29136.28,1091.946,0.08845121682039547,0.03383052182728627,0.17722382156152622,0.3003961673090567,0.5184910064339634,0.34030011763865997,0.6406962849477167,0.18637258518664931,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025715650659970064
2021-01-01 09:20:00,29136.28,29260.0,29136.28,29200.46,1726.841,0.22003295313961502,0.03358247842569624,0.18583954250374418,0.31000286073702954,0.5179711923670901,0.32732667187272135,0.6373295326097509,0.22995329811546122,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025839918893359473
2021-01-01 09:30:00,29200.44,29333.12,29200.0,29289.99,1588.692,0.3061356851322472,0.033479869358138244,0.19061658669353038,0.3228968743275257,0.5186029034249721,0.3213143883068419,0.6442112626343676,0.22199086336161605,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025676443146224196
2021-01-01 09:40:00,29290.0,29304.4,29237.54,29272.14,832.99,-0.0609608993142885,0.033379761827118756,0.1808660144659912,0.2981315411217702,0.5193691039177926,0.3302138220600773,0.6283453631818475,0.2689384098441016,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025694283585619537
2021-01-01 09:50:00,29272.15,29276.45,29219.73,29229.6,939.143,-0.14543159741169376,0.033122856839555626,0.19027115864875893,0.3167040343912017,0.5208108956806694,0.32279253663592017,0.6394965710271219,0.2504947050983974,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02578789538314666
2021-01-01 10:00:00,29230.0,29268.99,29188.0,29263.0,912.38,0.11420249272600103,0.033058503679054364,0.18075715034054196,0.30691483973611566,0.5188047865837997,0.317722958011343,0.6246377977474586,0.3103428217765305,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025787923215545395
2021-01-01 10:10:00,29261.55,29398.74,29261.54,29318.45,2244.786,0.189309129630999,0.03301342129484672,0.18026205496663877,0.306107165041737,0.5179419929315058,0.3210510464108885,0.6271582114526255,0.28641841162895776,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026140693615823475
2021-01-01 10:20:00,29320.76,29328.0,29252.3,29259.26,690.557,-0.20209059092497483,0.03299273250161038,0.19070193633405252,0.33353552661468483,0.5196886454123401,0.2953139586955817,0.6288494853102665,0.3454320083627316,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026064041382403827
2021-01-01 10:30:00,29259.26,29313.99,29233.01,29307.19,591.598,0.16367736374842679,0.03301859832868605,0.20235696940812264,0.36643661775000574,0.5198453768041081,0.2820771148456674,0.6485137325956731,0.29773199751916457,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02603857534111284
2021-01-01 10:40:00,29307.19,29346.0,29250.0,29300.0,832.482,-0.024536238765549,0.0329621914295353,0.20418677300148885,0.3668252992704196,0.5194761632785865,0.2934671190466791,0.6602924183170987,0.23224349400882496,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02603765239030996
2021-01-01 10:50:00,29299.99,29332.73,29235.22,29259.29,693.0319999999999,-0.139038593392371,0.032945898898733075,0.18407315180174544,0.31337777738561295,0.5214976983825095,0.3184725705631802,0.6318503479487931,0.29572128255607505,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02607989369555379
2021-01-01 11:00:00,29259.3,29378.71,29248.66,29333.1,1160.4,0.25194411439066755,0.033030400968592374,0.18089804713828755,0.3021130880009871,0.5224188744633484,0.32311461401688685,0.6252277020178739,0.3194016966640679,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026078720521955052
2021-01-01 11:10:00,29334.81,29350.0,29284.67,29337.03,957.074,0.013396936416754102,0.03298612263457859,0.18794239006904206,0.3181924211573375,0.5243286293446292,0.32352809433473306,0.6417205154920705,0.26213273263731035,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026093933803598278
2021-01-01 11:20:00,29339.5,29420.0,29330.74,29404.19,1964.035,0.22866405996833095,0.032953676131611,0.18491734399404075,0.30973047108968454,0.5231750706145621,0.32337553912259864,0.6331060102122832,0.2901509547254729,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026088536875188178
2021-01-01 11:30:00,29405.99,29454.45,29280.0,29322.06,1930.076,-0.2797047437736566,0.03307078532868341,0.19316681906903677,0.3266350973878619,0.5238599412845226,0.3137227042871369,0.6403578016749988,0.2866788577092736,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02596083015281348
2021-01-01 11:40:00,29322.22,29353.7,29263.06,29306.09,679.265,-0.05447895045289641,0.03284788480575036,0.18129770455366823,0.309955991481863,0.5227981046330543,0.3186500583400815,0.6286060498219445,0.3172711733492561,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026027898165690618
2021-01-01 11:50:00,29306.09,29344.87,29281.52,29341.99,540.456,0.12242516544063164,0.03275421244022498,0.18568669820396938,0.3156255711858367,0.5223390665709049,0.32989428273800814,0.6455198539238448,0.21944988873913202,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025999523542546355
2021-01-01 12:00:00,29342.0,29353.13,29214.13,29251.73,1315.846,-0.3080878680998822,0.03262433547186104,0.2012093393352326,0.3426109735876415,0.5229358700558691,0.3018261050730663,0.6444370786607078,0.29073370106892893,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.026000094413648523
2021-01-01 12:10:00,29251.73,29365.84,29251.73,29361.95,824.114,0.3760901206545597,0.032819617784608325,0.21244839721195552,0.3813752045009499,0.5230553507669455,0.28919070491628635,0.6705659094172363,0.2264281636069326,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.025860782350138806
2021-01-01 12:20:00,29363.34,29492.0,29361.63,29479.99,2313.67,0.4012109673508846,0.03305358724412904,0.20337059525244894,0.35908523592610114,0.5228701324792622,0.3000557178567204,0.6591409537828216,0.24101128272729327,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.028648406804347295
2021-01-01 12:30:00,29479.99,29668.86,29479.99,29588.0,5979.556,0.36571456175700234,0.033151689525753945,0.185357279133056,0.31143537833499874,0.5231671983255644,0.3240379799326491,0.6354733582676478,0.27878354384465476,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.029555192896814325
2021-01-01 12:40:00,29588.0,29607.0,29450.0,29470.59,3503.947,-0.3976056816735962,0.03331567611057566,0.18625404834017745,0.30880550313692195,0.5224910793946749,0.3246624107314246,0.6334679138683466,0.28125092754927095,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02984540990415179
2021-01-01 12:50:00,29471.69,29475.06,29158.11,29257.82,7651.579,-0.7245928535427382,0.03374023691520573,0.18940920190787403,0.31405146770294906,0.5230791721023138,0.3199032070925208,0.6339546747954699,0.29390234343353216,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.029138284644556974
2021-01-01 13:00:00,29257.99,29364.0,29238.39,29348.75,1961.339,0.31030675558714194,0.03334260354152787,0.19136855825959903,0.32267022158839526,0.5247457485654059,0.31752537676364495,0.6401955983520402,0.28440964140840674,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.029156743491967712
2021-01-01 13:10:00,29348.76,29444.15,29320.0,29371.21,1738.994,0.07649869344366067,0.03123632505105686,0.20417878066465123,0.350807922445284,0.5264243291304429,0.30008106909610655,0.6508889915413906,0.29041133653211276,0.20421605741323967,0.3493309550065607,0.5121185090506825,0.2975141697353052,0.646845124741866,0.22854886191696655,0.02945041361149018
